/m/03shp	Q794
/m/0k3p	Q727
/m/03rz4	Q1239
/m/0fpzwf	Q36091
/m/05r4w	Q45
/m/01914	Q956
/m/05sb1	Q843
/m/01s5q	Q8454
/m/06q1r	Q22
/m/06mkj	Q29
/m/02vxn	Q11424
/m/0rtv	Q3561
/m/05qjt	Q413
/m/03y82t6	Q42493
/m/083p7	Q35041
/m/07dvs	Q863
/m/01g5v	Q1088
/m/07y_7	Q8355
/m/02jfc	Q8434
/m/036b_	Q1007
/m/0n00	Q7251
/m/06n3y	Q18
/m/0lx2l	Q40504
/m/01t_z	Q6722
/m/04jpl	Q84
/m/01cgz	Q32112
/m/02hrh0_	Q18094
/m/050ks	Q724
/m/0x0w	Q35986
/m/0dhd5	Q1362
/m/03__y	Q810
/m/04hhv	Q819
/m/04sj3	Q1019
/m/05fkf	Q1454
/m/04xm_	Q9387
/m/0bxjv	Q43056
/m/04sv4	Q2283
/m/06nnj	Q730
/m/03sbs	Q9312
/m/05d1y	Q9036
/m/0g4gr	Q39809
/m/082xp	Q8016
/m/03_9r	Q5287
/m/04hzj	Q1014
/m/03902	Q71
/m/06kb_	Q34743
/m/09b93	Q13364
/m/03h64	Q8646
/m/05dbf	Q37459
/m/07_m9_	Q352
/m/0237fw	Q40572
/m/0dprg	Q456
/m/0c61p	Q1458
/m/0cc56	Q11299
/m/04w58	Q235
/m/07ytt	Q237
/m/05kj_	Q824
/m/041wm	Q1048
/m/0bqsy	Q80424
/m/05lls	Q1344
/m/09nhvw	Q4617
/m/01my95	Q1426
/m/048cl	Q9061
/m/062qg	Q3183
/m/09n70c	Q5812
/m/04xzm	Q5816
/m/056_y	Q2807
/m/0542n	Q12156
/m/042xh	Q34660
/m/0ck1d	Q1179
/m/01pwz	Q7322
/m/05d49	Q3870
/m/08959	Q11896
/m/05wvs	Q8054
/m/07t21	Q212
/m/0j0k	Q48
/m/0345_	Q774
/m/026mj	Q1393
/m/0d6lp	Q62
/m/02nd_	Q9188
/m/01w1sx	Q8683
/m/04306rv	Q188
/m/03rjj	Q38
/m/0478__m	Q19848
/m/0j1z8	Q878
/m/099d4	Q16397
/m/09krp	Q1199
/m/05qdh	Q11629
/m/03h2c	Q783
/m/06dfg	Q1037
/m/05bmq	Q1030
/m/01n8qg	Q685
/m/03rt9	Q27
/m/03gj2	Q28
/m/01zwy	Q410
/m/068cn	Q1216
/m/09fb5	Q39792
/m/023fb	Q9616
/m/081yw	Q1223
/m/01cr28	Q900
/m/0cmc2	Q254106
/m/0jc_p	Q39338
/m/078lk	Q1462
/m/07ypt	Q2132
/m/05bkf	Q2090
/m/01tdpv	Q165154
/m/026t6	Q11404
/m/06mq7	Q336
/m/059ts	Q2007
/m/05j49	Q2003
/m/03d6q	Q7317
/m/06wxw	Q38022
/m/0zm1	Q5685
/m/0hhqw	Q529207
/m/07j9n	Q2487
/m/096gm	Q19660
/m/03ksy	Q13371
/m/09lwrt	Q473466
/m/0grwj	Q55800
/m/03h_fk5	Q42775
/m/0cvw9	Q1348
/m/0b2lw	Q28848
/m/0134w7	Q39476
/m/06k5_	Q1437
/m/06q07	Q41187
/m/0fngf	Q3921
/m/02_7t	Q43015
/m/03p85	Q1177
/m/0gs6vr	Q83287
/m/01nv4h	Q25224
/m/04k4l	Q38130
/m/05kkh	Q1397
/m/09jwl	Q639669
/m/0lcx	Q34670
/m/0345h	Q183
/m/070zc	Q1202
/m/0h0wc	Q873
/m/04q_g	Q1282
/m/04k8n	Q11367
/m/029g_vk	Q418
/m/029jpy	Q18389
/m/02fsn	Q80019
/m/01vtj38	Q12003
/m/0c58k	Q12206
/m/0dly0	Q3437
/m/02pp1	Q47762
/m/0dhdp	Q83065
/m/084w8	Q38392
/m/01cm8w	Q39722
/m/02_fj	Q40912
/m/01hmnh	Q132311
/m/07gp9	Q170564
/m/0qpn9	Q49261
/m/09c17	Q1355
/m/0c630	Q1903
/m/0cd25	Q40821
/m/030cx	Q79784
/m/01352_	Q83459
/m/0ct9_	Q44272
/m/04shbh	Q4547
/m/0glt670	Q11401
/m/02ltg3	Q47050
/m/08815	Q49112
/m/0465_	Q82083
/m/02gys2	Q132885
/m/0127s7	Q41594
/m/015z4j	Q11459
/m/0m75g	Q42448
/m/01_lhg	Q676899
/m/0ckf6	Q18747
/m/04411	Q131805
/m/02245	Q79854
/m/084n_	Q41304
/m/0159h6	Q168724
/m/01hpnh	Q1498
/m/01d30f	Q37226
/m/012gbb	Q4612
/m/024hh1	Q121157
/m/03jht	Q25973
/m/029sk	Q132971
/m/07nf6	Q1205
/m/025sf8g	Q876
/m/0ccvx	Q18424
/m/03dj48	Q164089
/m/01vw87c	Q150916
/m/0c1d0	Q18383
/m/012x4t	Q714
/m/0ft18	Q132689
/m/03f2_rc	Q4636
/m/0356gk	Q134479
/m/014clr	Q47974
/m/0j862	Q27914
/m/0266bd5	Q51976
/m/0fltx	Q12174
/m/06jkm	Q48226
/m/01vksx	Q46717
/m/0fb1q	Q49001
/m/0k424	Q12994
/m/0ftvg	Q33405
/m/0qf43	Q134867
/m/0c4f4	Q170574
/m/0h1mt	Q41142
/m/09d5h	Q43380
/m/035p3	Q44440
/m/01c6yz	Q16954
/m/0329r5	Q134916
/m/07dnx	Q37030
/m/03xks	Q43183
/m/017gm7	Q164963
/m/09gq0x5	Q160060
/m/0c6g1l	Q23466
/m/011xhx	Q124179
/m/0kbvv	Q9672
/m/013kcv	Q44989
/m/03j43	Q42156
/m/02j3w	Q39709
/m/03x45p	Q48256
/m/0b2h3	Q81033
/m/041y2	Q11030
/m/01tt43d	Q23301
/m/01f7d	Q160082
/m/0ljbg	Q18723
/m/01vrt_c	Q160009
/m/0n6f8	Q44063
/m/0f5xn	Q172678
/m/0gs1_	Q59215
/m/07gdw	Q3138
/m/02l840	Q15935
/m/05nwr	Q100166
/m/0ddjy	Q181803
/m/053yx	Q93341
/m/01gjlw	Q180305
/m/0gxmj	Q3249
/m/041_y	Q79904
/m/09s1f	Q4830453
/m/0jm74	Q128109
/m/02cpp	Q482964
/m/073v6	Q83059
/m/03b79	Q43287
/m/011k_j	Q189737
/m/0mj0c	Q125249
/m/02s9vc	Q164134
/m/03_qj1	Q181903
/m/05zl0	Q21578
/m/02vyw	Q56094
/m/01cz_1	Q3126
/m/0hqgp	Q41309
/m/02qhlm	Q19604
/m/06wvj	Q49481
/m/02rn00y	Q174811
/m/060bp	Q14212
/m/0dq16	Q24861
/m/085gk	Q81438
/m/06cs1	Q42240
/m/06nbt	Q128758
/m/017s11	Q186941
/m/072w0	Q104319
/m/0hgxh	Q133244
/m/0gxkm	Q2693
/m/05mdx	Q165328
/m/083skw	Q2875
/m/09k56b7	Q180214
/m/0hcvy	Q128560
/m/0gjw_	Q132568
/m/051qvn	Q105254
/m/015l4k	Q9642
/m/01gqfm	Q4543
/m/03g9xj	Q180228
/m/01flgk	Q71084
/m/011k1h	Q183412
/m/0gq9h	Q102427
/m/0272vm	Q190978
/m/0134wr	Q133405
/m/07h1q	Q152388
/m/0flw6	Q174843
/m/019kyn	Q4341553
/m/0fvzz	Q25280
/m/07qv_	Q34057
/m/03lygq	Q130582
/m/0cbd2	Q36180
/m/0h0jz	Q103876
/m/0mgrh	Q12589
/m/06py2	Q14647
/m/0cbkc	Q106418
/m/016ywr	Q171745
/m/01nd2c	Q8466
/m/01hkhq	Q349391
/m/0g1rw	Q179200
/m/04991x	Q172476
/m/02y0dd	Q184612
/m/02xlf	Q8253
/m/05jx17	Q19523
/m/0bvzp	Q152505
/m/06nzl	Q131036
/m/067ghz	Q103569
/m/03z1c5	Q186262
/m/0hz_1	Q395274
/m/049n2l	Q2018
/m/0jmgb	Q170558
/m/035s37	Q186532
/m/0bbf1f	Q174346
/m/01whg97	Q182665
/m/01323p	Q58381
/m/065dc4	Q160560
/m/01pt5w	Q1475
/m/0hwqz	Q106997
/m/01fmy9	Q71092
/m/016xh5	Q163286
/m/0f6lx	Q103767
/m/0jm8l	Q169661
