sovereign state	https://www.wikidata.org/wiki/Q3624078
Islamic Republic	https://www.wikidata.org/wiki/Q672729
country	https://www.wikidata.org/wiki/Q6256
successor state	https://www.wikidata.org/wiki/Q127693126
city	https://www.wikidata.org/wiki/Q515
place with town rights and privileges	https://www.wikidata.org/wiki/Q13539802
big city	https://www.wikidata.org/wiki/Q1549591
port settlement	https://www.wikidata.org/wiki/Q2264924
cadastral populated place in the Netherlands	https://www.wikidata.org/wiki/Q1852859
cycling city	https://www.wikidata.org/wiki/Q1392581
largest city	https://www.wikidata.org/wiki/Q51929311
national capital	https://www.wikidata.org/wiki/Q108178728
ocean	https://www.wikidata.org/wiki/Q9430
sea	https://www.wikidata.org/wiki/Q165
geographic region	https://www.wikidata.org/wiki/Q82794
county seat	https://www.wikidata.org/wiki/Q62049
city in the United States	https://www.wikidata.org/wiki/Q1093829
colonial power	https://www.wikidata.org/wiki/Q20181813
direct-administered municipality	https://www.wikidata.org/wiki/Q1208802
national central city	https://www.wikidata.org/wiki/Q1066538
global city	https://www.wikidata.org/wiki/Q208511
megacity	https://www.wikidata.org/wiki/Q174844
former national capital	https://www.wikidata.org/wiki/Q129268952
metropolis	https://www.wikidata.org/wiki/Q200250
manner of death	https://www.wikidata.org/wiki/Q2438541
constituent country of the United Kingdom	https://www.wikidata.org/wiki/Q3336843
nation	https://www.wikidata.org/wiki/Q6266
realm	https://www.wikidata.org/wiki/Q1250464
Mediterranean country	https://www.wikidata.org/wiki/Q51576574
human settlement	https://www.wikidata.org/wiki/Q486972
branch of science	https://www.wikidata.org/wiki/Q2465832
academic discipline	https://www.wikidata.org/wiki/Q11862829
exact science	https://www.wikidata.org/wiki/Q475023
human	https://www.wikidata.org/wiki/Q5
landlocked country	https://www.wikidata.org/wiki/Q123480
unitary state	https://www.wikidata.org/wiki/Q179164
primary color	https://www.wikidata.org/wiki/Q166902
HTML4 named color	https://www.wikidata.org/wiki/Q56053097
spectral color	https://www.wikidata.org/wiki/Q910300
web color	https://www.wikidata.org/wiki/Q376346
type of musical instrument	https://www.wikidata.org/wiki/Q110295396
matter	https://www.wikidata.org/wiki/Q26256810
service type	https://www.wikidata.org/wiki/Q130303173
continent	https://www.wikidata.org/wiki/Q5107
subcontinent	https://www.wikidata.org/wiki/Q855697
statistical territorial entity	https://www.wikidata.org/wiki/Q15042037
financial centre	https://www.wikidata.org/wiki/Q1066984
geographic location	https://www.wikidata.org/wiki/Q2221906
type of sport	https://www.wikidata.org/wiki/Q31629
spectator sport	https://www.wikidata.org/wiki/Q4356073
consolidated city-county	https://www.wikidata.org/wiki/Q3301053
U.S. state	https://www.wikidata.org/wiki/Q35657
branch of philosophy	https://www.wikidata.org/wiki/Q22811234
specialty	https://www.wikidata.org/wiki/Q1047113
field of study	https://www.wikidata.org/wiki/Q2267705
administrative territorial entity	https://www.wikidata.org/wiki/Q56061
federal capital	https://www.wikidata.org/wiki/Q257391
constitutional monarchy	https://www.wikidata.org/wiki/Q41614
communist state	https://www.wikidata.org/wiki/Q849866
people's republic	https://www.wikidata.org/wiki/Q465613
island country	https://www.wikidata.org/wiki/Q112099
military alliance	https://www.wikidata.org/wiki/Q1127126
software company	https://www.wikidata.org/wiki/Q1058914
business	https://www.wikidata.org/wiki/Q4830453
technology company	https://www.wikidata.org/wiki/Q18388277
public company	https://www.wikidata.org/wiki/Q891723
national geopolitical entity	https://www.wikidata.org/wiki/Q116052725
