continent	https://www.wikidata.org/wiki/Q5107
geographic region	https://www.wikidata.org/wiki/Q82794
subcontinent	https://www.wikidata.org/wiki/Q855697
city	https://www.wikidata.org/wiki/Q515
place with town rights and privileges	https://www.wikidata.org/wiki/Q13539802
big city	https://www.wikidata.org/wiki/Q1549591
port settlement	https://www.wikidata.org/wiki/Q2264924
cadastral populated place in the Netherlands	https://www.wikidata.org/wiki/Q1852859
cycling city	https://www.wikidata.org/wiki/Q1392581
largest city	https://www.wikidata.org/wiki/Q51929311
national capital	https://www.wikidata.org/wiki/Q108178728
human	https://www.wikidata.org/wiki/Q5
sovereign state	https://www.wikidata.org/wiki/Q3624078
transcontinental country	https://www.wikidata.org/wiki/Q1323642
Mediterranean country	https://www.wikidata.org/wiki/Q51576574
country	https://www.wikidata.org/wiki/Q6256
seat of government	https://www.wikidata.org/wiki/Q1901835
metropolis	https://www.wikidata.org/wiki/Q200250
integrated municipality	https://www.wikidata.org/wiki/Q1307779
Einheitsgemeinde of Germany	https://www.wikidata.org/wiki/Q15974307
Hanseatic city	https://www.wikidata.org/wiki/Q707813
urban municipality in Germany	https://www.wikidata.org/wiki/Q42744322
town divided by border	https://www.wikidata.org/wiki/Q67123843
city-state	https://www.wikidata.org/wiki/Q133442
independent city in Berlin	https://www.wikidata.org/wiki/Q114401982
federated state of Germany	https://www.wikidata.org/wiki/Q1221156
federal capital	https://www.wikidata.org/wiki/Q257391
state of Australia	https://www.wikidata.org/wiki/Q5852411
republic	https://www.wikidata.org/wiki/Q7270
landlocked country	https://www.wikidata.org/wiki/Q123480
kingdom	https://www.wikidata.org/wiki/Q417175
colonial power	https://www.wikidata.org/wiki/Q20181813
island country	https://www.wikidata.org/wiki/Q112099
archipelago	https://www.wikidata.org/wiki/Q33837
U.S. state	https://www.wikidata.org/wiki/Q35657
form of government	https://www.wikidata.org/wiki/Q1307214
form of state	https://www.wikidata.org/wiki/Q183039
branch of science	https://www.wikidata.org/wiki/Q2465832
academic discipline	https://www.wikidata.org/wiki/Q11862829
exact science	https://www.wikidata.org/wiki/Q475023
cultural region	https://www.wikidata.org/wiki/Q3502482
unitary state	https://www.wikidata.org/wiki/Q179164
archipelagic state	https://www.wikidata.org/wiki/Q13107770
web portal	https://www.wikidata.org/wiki/Q186165
web service	https://www.wikidata.org/wiki/Q193424
series of wars	https://www.wikidata.org/wiki/Q104212151
core city of Japan	https://www.wikidata.org/wiki/Q1137833
prefectural capital of Japan	https://www.wikidata.org/wiki/Q65589340
city for international conferences and tourism	https://www.wikidata.org/wiki/Q11422368
city of Japan	https://www.wikidata.org/wiki/Q494721
city of Illinois	https://www.wikidata.org/wiki/Q110071194
global city	https://www.wikidata.org/wiki/Q208511
type of food or dish	https://www.wikidata.org/wiki/Q19861951
French colonial empire	https://www.wikidata.org/wiki/Q179023
chemical element	https://www.wikidata.org/wiki/Q11344
metal	https://www.wikidata.org/wiki/Q11426
statistical territorial entity	https://www.wikidata.org/wiki/Q15042037
metropolitan municipality in Turkey	https://www.wikidata.org/wiki/Q2716259
former capital	https://www.wikidata.org/wiki/Q27554677
megacity	https://www.wikidata.org/wiki/Q174844
ancient city	https://www.wikidata.org/wiki/Q15661340
Free city	https://www.wikidata.org/wiki/Q5500203
administrative territorial entity	https://www.wikidata.org/wiki/Q56061
people's republic	https://www.wikidata.org/wiki/Q465613
literary form	https://www.wikidata.org/wiki/Q4263830
literary genre	https://www.wikidata.org/wiki/Q223393
mountain system	https://www.wikidata.org/wiki/Q46831
branch of philosophy	https://www.wikidata.org/wiki/Q22811234
specialty	https://www.wikidata.org/wiki/Q1047113
field of study	https://www.wikidata.org/wiki/Q2267705
highly urbanized city	https://www.wikidata.org/wiki/Q29946056
web color	https://www.wikidata.org/wiki/Q376346
primary color	https://www.wikidata.org/wiki/Q166902
HTML4 named color	https://www.wikidata.org/wiki/Q56053097
spectral color	https://www.wikidata.org/wiki/Q910300
municipality	https://www.wikidata.org/wiki/Q15284
polis	https://www.wikidata.org/wiki/Q148837
federated state	https://www.wikidata.org/wiki/Q107390
free state	https://www.wikidata.org/wiki/Q836915
ward	https://www.wikidata.org/wiki/Q596321
military alliance	https://www.wikidata.org/wiki/Q1127126
Christian denomination	https://www.wikidata.org/wiki/Q879146
historic church	https://www.wikidata.org/wiki/Q4204511
Christian Church	https://www.wikidata.org/wiki/Q34651
hermit kingdom	https://www.wikidata.org/wiki/Q1309121
academic major	https://www.wikidata.org/wiki/Q4671286
essentially contested concept	https://www.wikidata.org/wiki/Q576639
field of work	https://www.wikidata.org/wiki/Q627436
economic sector	https://www.wikidata.org/wiki/Q3958441
matter	https://www.wikidata.org/wiki/Q26256810
college town	https://www.wikidata.org/wiki/Q1187811
lieutenancy area of Scotland	https://www.wikidata.org/wiki/Q202435
Scottish county of city	https://www.wikidata.org/wiki/Q104630835
metropolitan county	https://www.wikidata.org/wiki/Q769628
financial centre	https://www.wikidata.org/wiki/Q1066984
international organization	https://www.wikidata.org/wiki/Q484652
lithophile	https://www.wikidata.org/wiki/Q1130479
cantonal capital of Switzerland	https://www.wikidata.org/wiki/Q14770218
city of Switzerland	https://www.wikidata.org/wiki/Q54935504
municipality of Switzerland	https://www.wikidata.org/wiki/Q70208
performing arts genre	https://www.wikidata.org/wiki/Q45971958
hobby	https://www.wikidata.org/wiki/Q47728
secular state	https://www.wikidata.org/wiki/Q859563
federation	https://www.wikidata.org/wiki/Q43702
successor state	https://www.wikidata.org/wiki/Q127693126
Commonwealth realm	https://www.wikidata.org/wiki/Q202686
charter city	https://www.wikidata.org/wiki/Q13218391
county seat	https://www.wikidata.org/wiki/Q62049
special administrative region	https://www.wikidata.org/wiki/Q779415
dependent territory	https://www.wikidata.org/wiki/Q161243
customs territory of China	https://www.wikidata.org/wiki/Q125470455
city of Pennsylvania	https://www.wikidata.org/wiki/Q21010817
home rule municipality of Pennsylvania	https://www.wikidata.org/wiki/Q5888666
simple substance	https://www.wikidata.org/wiki/Q2512777
chalcophile element	https://www.wikidata.org/wiki/Q1929547
Christian denominational family	https://www.wikidata.org/wiki/Q123129246
comics character	https://www.wikidata.org/wiki/Q1114461
fictional human	https://www.wikidata.org/wiki/Q15632617
film character	https://www.wikidata.org/wiki/Q15773347
television character	https://www.wikidata.org/wiki/Q15773317
animated character	https://www.wikidata.org/wiki/Q15711870
fictional detective	https://www.wikidata.org/wiki/Q3656924
anime character	https://www.wikidata.org/wiki/Q80447738
fictional vigilante	https://www.wikidata.org/wiki/Q20085850
mutant	https://www.wikidata.org/wiki/Q76450109
Faunus	https://www.wikidata.org/wiki/Q117089018
business	https://www.wikidata.org/wiki/Q4830453
public broadcaster	https://www.wikidata.org/wiki/Q1126006
organization	https://www.wikidata.org/wiki/Q43229
enclave	https://www.wikidata.org/wiki/Q171441
tourist attraction	https://www.wikidata.org/wiki/Q570116
religious complex	https://www.wikidata.org/wiki/Q98116669
institutional complex	https://www.wikidata.org/wiki/Q19691007
urban area	https://www.wikidata.org/wiki/Q702492
tourist destination	https://www.wikidata.org/wiki/Q1200957
confessional state	https://www.wikidata.org/wiki/Q10551526
sacerdotal state	https://www.wikidata.org/wiki/Q7396640
political city	https://www.wikidata.org/wiki/Q114496982
planned national capital	https://www.wikidata.org/wiki/Q15840617
city in the United States	https://www.wikidata.org/wiki/Q1093829
planned community	https://www.wikidata.org/wiki/Q1074523
consolidated city-county	https://www.wikidata.org/wiki/Q3301053
annual film festival	https://www.wikidata.org/wiki/Q123980018
event	https://www.wikidata.org/wiki/Q1656682
constitutional republic	https://www.wikidata.org/wiki/Q1520223
calendar month	https://www.wikidata.org/wiki/Q47018901
province of China	https://www.wikidata.org/wiki/Q1615742
region of France	https://www.wikidata.org/wiki/Q36784
service	https://www.wikidata.org/wiki/Q7406919
economic activity	https://www.wikidata.org/wiki/Q8187769
international financial institution	https://www.wikidata.org/wiki/Q1345691
commune of France	https://www.wikidata.org/wiki/Q484170
currency	https://www.wikidata.org/wiki/Q8142
legislative capital	https://www.wikidata.org/wiki/Q105742469
British overseas territories	https://www.wikidata.org/wiki/Q46395
city in the state of New York	https://www.wikidata.org/wiki/Q15063611
musical group	https://www.wikidata.org/wiki/Q215380
medical specialty	https://www.wikidata.org/wiki/Q930752
cold war	https://www.wikidata.org/wiki/Q4176199
perpetual war	https://www.wikidata.org/wiki/Q1469686
proxy war	https://www.wikidata.org/wiki/Q864113
historical period	https://www.wikidata.org/wiki/Q11514315
Islamic Republic	https://www.wikidata.org/wiki/Q672729
state	https://www.wikidata.org/wiki/Q7275
monarchy of Antigua and Barbuda	https://www.wikidata.org/wiki/Q3244203
language	https://www.wikidata.org/wiki/Q34770
modern language	https://www.wikidata.org/wiki/Q1288568
social state	https://www.wikidata.org/wiki/Q619610
border city	https://www.wikidata.org/wiki/Q902814
free imperial city	https://www.wikidata.org/wiki/Q57318
regional organization	https://www.wikidata.org/wiki/Q4120211
continental union	https://www.wikidata.org/wiki/Q769802
residenz	https://www.wikidata.org/wiki/Q1180262
urban district of Bavaria	https://www.wikidata.org/wiki/Q85631896
local government in Germany	https://www.wikidata.org/wiki/Q1418640
natural language	https://www.wikidata.org/wiki/Q33742
mathematical term	https://www.wikidata.org/wiki/Q66786238
prefecture of Japan	https://www.wikidata.org/wiki/Q50337
intergovernmental organization	https://www.wikidata.org/wiki/Q245065
human settlement	https://www.wikidata.org/wiki/Q486972
secondary color	https://www.wikidata.org/wiki/Q373934
nation	https://www.wikidata.org/wiki/Q6266
ethnic group	https://www.wikidata.org/wiki/Q41710
municipality of India	https://www.wikidata.org/wiki/Q112684326
