/m/0d060g	type	dominion of the British Empire
/m/0d060g	type	Commonwealth realm
/m/0d060g	type	sovereign state
/m/0d060g	type	country
/m/0d060g	type	federation
/m/06z5s	type	manner of death
/m/06z5s	type	cause of death
/m/092bf5	type	religion
/m/092bf5	type	major religion
/m/092bf5	type	philosophical movement
/m/092bf5	type	world view
/m/092bf5	type	lifestyle
/m/05sb1	type	sovereign state
/m/05sb1	type	country
/m/01ly5m	type	city of Argentina
/m/01ly5m	type	electoral unit
/m/01ly5m	type	federal district
/m/01ly5m	type	first-level administrative division
/m/01ly5m	type	autonomous city
/m/01ly5m	type	big city
/m/01ly5m	type	administrative territorial entity
/m/01ly5m	type	national capital
/m/01ly5m	type	federal capital
/m/01ly5m	type	primate city
/m/01ly5m	type	largest city
/m/06mzp	type	state
/m/06mzp	type	landlocked country
/m/06mzp	type	confederation
/m/06mzp	type	Federal Treaty
/m/06mzp	type	federation
/m/06mzp	type	Helvetic Republic
/m/06mzp	type	sovereign state
/m/06mzp	type	country
/m/04rcr	type	musical group
/m/03_8r	type	type of sport
/m/03y82t6	type	human
/m/06tp4h	type	human
/m/02wt0	type	island country
/m/02wt0	type	sovereign state
/m/02wt0	type	unitary state
/m/02wt0	type	archipelagic state
/m/02wt0	type	country
/m/013_vh	type	human
/m/01_d4	type	city of Illinois
/m/01_d4	type	global city
/m/01_d4	type	big city
/m/06fz_	type	main stream
/m/06fz_	type	waterway
/m/06fz_	type	national waterways in Germany
/m/06fz_	type	river
/m/02jfc	type	branch of science
/m/02jfc	type	matter
/m/02jfc	type	service type
/m/0hjy	type	U.S. state
/m/0hjy	type	exclave
/m/03548	type	country
/m/03548	type	sovereign state
/m/03548	type	French colonial empire
/m/07bcn	type	county seat
/m/07bcn	type	city in the United States
/m/07bcn	type	big city
/m/07bcn	type	charter city
/m/0j11	type	country of the Kingdom of the Netherlands
/m/0j11	type	island country
/m/0j11	type	federated state
/m/0j11	type	country
/m/05qd_	type	film production company
/m/041h0	type	human
/m/04hvw	type	sovereign state
/m/04hvw	type	enclave
/m/04hvw	type	landlocked country
/m/04hvw	type	kingdom
/m/04hvw	type	country
/m/04xm_	type	human
/m/06mxs	type	city
/m/06mxs	type	big city
/m/06mxs	type	Hanseatic city
/m/06mxs	type	port settlement
/m/06mxs	type	largest city
/m/06mxs	type	national capital
/m/058vp	type	human
/m/06c97	type	human
/m/07fj_	type	country
/m/07fj_	type	sovereign state
/m/07fj_	type	republic
/m/07fj_	type	Mediterranean country
/m/05b7q	type	sovereign state
/m/05b7q	type	country
/m/05b7q	type	people's republic
/m/05b7q	type	hermit kingdom
/m/0kc6	type	human
/m/06k75	type	civil war
/m/06k75	type	armed conflict
/m/0f2rq	type	city in the United States
/m/0f2rq	type	big city
/m/0164v	type	sovereign state
/m/0164v	type	country
/m/01mf0	type	product category
/m/06crk	type	human
/m/0d0kn	type	country
/m/0d0kn	type	sovereign state
/m/0d0kn	type	unitary state
/m/0d0kn	type	republic
/m/0d0kn	type	Rechtsstaat
/m/0d0kn	type	transcontinental country
/m/0d0kn	type	republic of the Soviet Union
/m/04v3q	type	sovereign state
/m/04v3q	type	island country
/m/04v3q	type	unitary state
/m/04v3q	type	country
/m/04v3q	type	Mediterranean country
/m/04v3q	type	Maltese Islands
/m/064_8sq	type	modern language
/m/064_8sq	type	natural language
/m/064_8sq	type	language
/m/03676	type	sovereign state
/m/03676	type	country
/m/060c4	type	position
/m/01my95	type	human
/m/06nm1	type	natural language
/m/06nm1	type	language
/m/06nm1	type	modern language
/m/06nm1	type	human language
/m/0dttf	type	region of Ethiopia
/m/0dttf	type	big city
/m/0dttf	type	federal capital
/m/01wj18h	type	human
/m/06v36	type	sovereign state
/m/06v36	type	landlocked country
/m/06v36	type	kingdom
/m/07j87	type	taxon
/m/07j87	type	food crop
/m/056_y	type	municipality of Spain
/m/056_y	type	tourist destination
/m/056_y	type	city
/m/056_y	type	national capital
/m/042xh	type	human
/m/041rx	type	ethnoreligious group
/m/041rx	type	nation
/m/041rx	type	people
/m/05wvs	type	structural class of chemical entities
/m/05wvs	type	second-order class
/m/01b85	type	commune of France
/m/01b85	type	big city
/m/02j9z	type	part of the world
/m/02j9z	type	continent
/m/02j9z	type	geographic region
/m/042d1	type	human
/m/01s3v	type	big city
/m/01s3v	type	largest city
/m/01s3v	type	city
/m/02_286	type	global city
/m/02_286	type	port settlement
/m/02_286	type	city in the United States
/m/02_286	type	city
/m/02_286	type	big city
/m/02_286	type	largest city
/m/02_286	type	city in the state of New York
/m/02_286	type	metropolis
/m/02_286	type	megacity
/m/0rh6k	type	city in the United States
/m/0rh6k	type	big city
/m/0rh6k	type	human settlement
/m/0rh6k	type	planned national capital
/m/0rh6k	type	political city
/m/0rh6k	type	federal capital
/m/0l3h	type	state
/m/0l3h	type	island country
/m/0l3h	type	country
/m/0l3h	type	sovereign state
/m/0l3h	type	monarchy of Antigua and Barbuda
/m/0l3h	type	Commonwealth realm
/m/0l3h	type	archipelagic state
/m/02vzc	type	sovereign state
/m/02vzc	type	country
/m/02vzc	type	unitary state
/m/02vzc	type	country bordering the Baltic Sea
/m/0dq9p	type	infectious disease
/m/0dq9p	type	class of disease
/m/0dq9p	type	cause of death
/m/0478__m	type	human
/m/05m0h	type	human
/m/04ly1	type	U.S. state
/m/03h2c	type	sovereign state
/m/03h2c	type	country
/m/07tp2	type	sovereign state
/m/07tp2	type	republic
/m/07tp2	type	landlocked country
/m/07tp2	type	country
/m/06dfg	type	republic
/m/06dfg	type	sovereign state
/m/06dfg	type	landlocked country
/m/06dfg	type	country
/m/05cc1	type	republic
/m/05cc1	type	sovereign state
/m/05cc1	type	landlocked country
/m/05cc1	type	country
/m/01p4vl	type	human
/m/05b5c	type	public company
/m/05b5c	type	business
/m/05b5c	type	conglomerate
/m/06mz5	type	U.S. state
/m/0gz_	type	human
/m/083q7	type	human
/m/03f0324	type	human
/m/048fz	type	geographic region
/m/048fz	type	nation
/m/048fz	type	historical country
/m/048fz	type	divided territory
/m/0m93	type	human
/m/017fp	type	literary genre
/m/017fp	type	art genre by arts form
/m/017fp	type	field of work
/m/0f2s6	type	city in the United States
/m/0f2s6	type	big city
/m/0f2s6	type	county seat
/m/03f5vvx	type	human
/m/0175rc	type	sports club
/m/0175rc	type	association football club
/m/0jt90f5	type	human
/m/029rk	type	human
/m/02n5d	type	war
/m/06cgy	type	human
/m/0hvjr	type	association football club
/m/04kf4	type	big city
/m/04kf4	type	city
/m/04kf4	type	major regional center
/m/04kf4	type	urban municipality in Germany
/m/04kf4	type	urban district in Saxony
/m/01tdnyh	type	human
/m/01c1nm	type	state of India
/m/0pqc5	type	position
/m/09f8q	type	big city
/m/09f8q	type	college town
/m/09f8q	type	Lutherstadt
/m/09f8q	type	major regional center
/m/09f8q	type	urban municipality in Germany
/m/09f8q	type	former administrative territorial entity
/m/09f8q	type	urban district of Bavaria
/m/09f8q	type	district capital
/m/09f8q	type	free imperial city
/m/083jv	type	color
/m/083jv	type	HTML4 named color
/m/0lcx	type	human
/m/0pmn7	type	municipality of Portugal
/m/0pmn7	type	city of Portugal
/m/0pmn7	type	big city
/m/038w8	type	human
/m/06cqb	type	music genre
/m/03_nq	type	human
/m/07gql	type	type of musical instrument
/m/070zc	type	federated state of Germany
/m/05jnl	type	product category
/m/017gl1	type	film
/m/0x67	type	ethnic group by residency
/m/0x67	type	ethnic community
/m/0x67	type	ethnic group
/m/02fsn	type	type of musical instrument
/m/02fsn	type	bass
/m/04fzk	type	human
/m/02rqxc	type	national association football team
/m/016tt2	type	film studio
/m/016tt2	type	film production company
/m/016tt2	type	television production company
/m/016tt2	type	production company
/m/02zs4	type	automobile manufacturer
/m/02zs4	type	business
/m/02zs4	type	public company
/m/02zs4	type	brand
/m/02zs4	type	holding company
/m/0js9s	type	human
/m/0pmhf	type	human
/m/015pkc	type	human
/m/0b1zz	type	rock band
/m/0b1zz	type	musical group
/m/084w8	type	human
/m/03hnd	type	human
/m/01smm	type	city in the United States
/m/01smm	type	big city
/m/01smm	type	county seat
/m/01smm	type	city of Ohio
/m/0100mt	type	city in the United States
/m/0100mt	type	border city
/m/0100mt	type	big city
/m/0100mt	type	county seat
/m/09c17	type	business cluster
/m/09c17	type	city
/m/09c17	type	big city
/m/09c17	type	megacity
/m/09c17	type	state capital
/m/09c17	type	global city
/m/04qdj	type	municipality of Switzerland
/m/04qdj	type	cantonal capital of Switzerland
/m/04qdj	type	college town
/m/04qdj	type	city of Switzerland
/m/04qdj	type	big city
/m/0150jk	type	rock band
/m/04093	type	human
/m/0127s7	type	human
/m/0hkxq	type	taxon
/m/0kr_t	type	musical group
/m/0kr_t	type	rock band
/m/0kr_t	type	pop group
/m/0j7ng	type	city
/m/0j7ng	type	big city
/m/0j7ng	type	civil parish
/m/0j7ng	type	unparished area
/m/012jc	type	symptom or sign
/m/01qh7	type	city in the United States
/m/01qh7	type	big city
/m/01qh7	type	city
/m/025g__	type	music genre
/m/01l3wr	type	national association football team
/m/0fr0t	type	big city
/m/0fr0t	type	city in the United States
/m/0fr0t	type	county seat
/m/012gbb	type	human
/m/0pz91	type	human
/m/05vk_d	type	human
/m/07_l6	type	type of musical instrument
/m/0h7jp	type	department of France
/m/01v15f	type	urban settlement in Russia
/m/01v15f	type	port
/m/01v15f	type	city or town
/m/01v15f	type	million city
/m/01v15f	type	million city
/m/0fzyg	type	academic discipline
/m/0fzyg	type	industry
/m/0244r8	type	human
/m/01j922	type	city
/m/01j922	type	big city
/m/01j922	type	holy city
/m/0kszw	type	human
/m/0d9s5	type	municipality of the Netherlands
/m/0d9s5	type	cycling city
/m/015v3r	type	human
/m/04p3w	type	rare disease
/m/04p3w	type	class of disease
/m/0jrv_	type	music genre
/m/07dnx	type	human
/m/0h5g_	type	human
/m/0bw87	type	human
/m/0178g	type	public company
/m/0178g	type	business
/m/0178g	type	aerospace manufacturer
/m/0178g	type	enterprise
/m/0178g	type	weapons manufacturing company
/m/0178g	type	rail vehicle manufacturer
/m/0lhp1	type	association football club
/m/0296y	type	music genre
/m/046qq	type	human
/m/03mnk	type	business
/m/03mnk	type	camera manufacturer
/m/03mnk	type	public company
/m/01wy5m	type	human
/m/013kcv	type	city in the United States
/m/013kcv	type	big city
/m/013kcv	type	county seat
/m/0c73g	type	human
/m/033rq	type	human
/m/0bl2g	type	human
