/m/03shp	Iran
/m/0k3p	Amsterdam
/m/03rz4	Indian Ocean
/m/0fpzwf	Minneapolis
/m/05r4w	Portugal
/m/01914	Beijing
/m/05sb1	Pakistan
/m/01s5q	capital punishment
/m/06q1r	Scotland
/m/06mkj	Spain
/m/02vxn	film
/m/0rtv	Algiers
/m/05qjt	physics
/m/03y82t6	Katy Perry
/m/083p7	William McKinley
/m/07dvs	Tajikistan
/m/01g5v	blue
/m/07y_7	violin
/m/02jfc	education
/m/036b_	Guinea-Bissau
/m/0n00	Alan Turing
/m/06n3y	South America
/m/0lx2l	Jim Carrey
/m/01t_z	Carl Friedrich Gauss
/m/04jpl	London
/m/01cgz	boxing
/m/02hrh0_	Honolulu
/m/050ks	Maine
/m/0x0w	aesthetics
/m/0dhd5	Islamabad
/m/03__y	Jordan
/m/04hhv	Laos
/m/04sj3	Madagascar
/m/05fkf	North Carolina
/m/04xm_	Max Weber
/m/0bxjv	Axis Powers
/m/04sv4	Microsoft
/m/06nnj	Suriname
/m/03sbs	Immanuel Kant
/m/05d1y	Nikola Tesla
/m/0g4gr	marketing
/m/082xp	Winston Churchill
/m/03_9r	Japanese
/m/04hzj	Liberia
/m/03902	Geneva
/m/06kb_	Rudyard Kipling
/m/09b93	Ravenna
/m/03h64	Hong Kong
/m/05dbf	Nicole Kidman
/m/07_m9_	Adolf Hitler
/m/0237fw	Heath Ledger
/m/0dprg	Lyon
/m/0c61p	Calabria
/m/0cc56	Manhattan
/m/04w58	Monaco
/m/07ytt	Vatican City
/m/05kj_	Oregon
/m/041wm	Julius Caesar
/m/0bqsy	Nelly Furtado
/m/05lls	opera
/m/09nhvw	Corbin Bleu
/m/01my95	Roger Federer
/m/048cl	Karl Marx
/m/062qg	Perth
/m/09n70c	Novak Djokovic
/m/04xzm	Mao Zedong
/m/056_y	Madrid
/m/0542n	malaria
/m/042xh	J. K. Rowling
/m/0ck1d	Aquitaine
/m/01pwz	Christopher Columbus
/m/05d49	Nairobi
/m/08959	Zachary Taylor
/m/05wvs	protein
/m/07t21	Ukraine
/m/0j0k	Asia
/m/0345_	Guatemala
/m/026mj	Delaware
/m/0d6lp	San Francisco
/m/02nd_	Empire State Building
/m/01w1sx	Cold War
/m/04306rv	German
/m/03rjj	Italy
/m/0478__m	Lady Gaga
/m/0j1z8	United Arab Emirates
/m/099d4	Bruce Lee
/m/09krp	Hesse
/m/05qdh	art of painting
/m/03h2c	Honduras
/m/06dfg	Rwanda
/m/05bmq	Namibia
/m/01n8qg	Solomon Islands
/m/03rt9	Ireland
/m/03gj2	Hungary
/m/01zwy	Carl Sagan
/m/068cn	Piedmont
/m/09fb5	Jack Nicholson
/m/023fb	Chelsea F.C.
/m/081yw	Washington
/m/01cr28	Kazan
/m/0cmc2	Crimean War
/m/0jc_p	orange
/m/078lk	Sardinia
/m/07ypt	Victoria
/m/05bkf	Nuremberg
/m/01tdpv	Kingdom of Sardinia
/m/026t6	drum
/m/06mq7	science
/m/059ts	Northwest Territories
/m/05j49	Newfoundland and Labrador
/m/03d6q	Giuseppe Verdi
/m/06wxw	St. Louis
/m/0zm1	Anton Chekhov
/m/0hhqw	Ronaldo
/m/07j9n	Thirty Years' War
/m/096gm	Bucharest
/m/03ksy	Harvard University
/m/09lwrt	Paramore
/m/0grwj	Oprah Winfrey
/m/03h_fk5	Johnny Cash
/m/0cvw9	Kolkata
/m/0b2lw	Saint Paul
/m/0134w7	Emma Watson
/m/06k5_	Rajasthan
/m/06q07	Sony Group
/m/0fngf	Harare
/m/02_7t	finance
/m/03p85	Himachal Pradesh
/m/0gs6vr	Selena Gomez
/m/01nv4h	pound sterling
/m/04k4l	League of Nations
/m/05kkh	Ohio
/m/09jwl	musician
/m/0lcx	Albert Camus
/m/0345h	Germany
/m/070zc	Saxony
/m/0h0wc	Meryl Streep
/m/04q_g	Lazio
/m/04k8n	lipid
/m/029g_vk	telecommunication
/m/029jpy	New England
/m/02fsn	double bass
/m/01vtj38	Cher
/m/0c58k	diabetes
/m/0dly0	Perugia
/m/02pp1	England men's national association football team
/m/0dhdp	Leicester
/m/084w8	William Faulkner
/m/01cm8w	The Rescuers
/m/02_fj	Frank Sinatra
/m/01hmnh	fantasy
/m/07gp9	Terminator 2: Judgment Day
/m/0qpn9	Mesa
/m/09c17	Bengaluru
/m/0c630	Catania
/m/0cd25	surgery
/m/030cx	Friends
/m/01352_	Brazil men's national football team
/m/0ct9_	Michel Foucault
/m/04shbh	Daniel Craig
/m/0glt670	hip hop music
/m/02ltg3	Netherlands national association football team
/m/08815	Yale University
/m/0465_	John Keats
/m/02gys2	Olympique de Marseille
/m/0127s7	Christina Aguilera
/m/015z4j	Serena Williams
/m/0m75g	Sheffield
/m/01_lhg	Italy men's national association football team
/m/0ckf6	West Ham United F.C.
/m/04411	John Dewey
/m/02245	Communist Party of the Soviet Union
/m/084n_	Weimar Republic
/m/0159h6	Emma Thompson
/m/01hpnh	Uttar Pradesh
/m/01d30f	teacher
/m/012gbb	Marlene Dietrich
/m/024hh1	Mashhad
/m/03jht	Hermann Hesse
/m/029sk	dyslexia
/m/07nf6	Thuringia
/m/025sf8g	selenium
/m/0ccvx	Queens
/m/03dj48	Mexico men's national football team
