continent	Wikidata property	continent
subcontinent	subclass of	geographic region
city	properties for this type	country
city	different from	city
city	different from	big city
city	said to be the same as	city
city	has part(s)	neighborhood
place with town rights and privileges	subclass of	human settlement
big city	subclass of	city
big city	different from	city
port settlement	has part(s)	city
port settlement		city
cadastral populated place in the Netherlands	subclass of	territory
national capital	different from	state capital
human	properties for this type	occupation
human	properties for this type	manner of death
human	properties for this type	cause of death
human	properties for this type	ethnic group
human	properties for this type	field of work
human	different from	people
sovereign state	subclass of	state
sovereign state	different from	state
sovereign state	named after	state
sovereign state	Wikidata property	country
country	said to be the same as	state
country	subclass of	territory
country	Wikidata property	country
country	properties for this type	country
country	properties for this type	continent
country	properties for this type	currency
country	permanent duplicated item	country
country	different from	nationality
country	different from	state
country	has part(s)	territory
seat of government	subclass of	building complex
metropolis	subclass of	human settlement
metropolis	named after	city
metropolis	said to be the same as	million city
integrated municipality	subclass of	municipality
Einheitsgemeinde of Germany	subclass of	integrated municipality
Hanseatic city	subclass of	city
urban municipality in Germany	subclass of	place with town rights and privileges
urban municipality in Germany	subclass of	city
urban municipality in Germany	subclass of	municipality seat
town divided by border	subclass of	border city
city-state	subclass of	city
city-state	subclass of	state
federated state of Germany	subclass of	federated state
federal capital	subclass of	national capital
federal capital	facet of	federated state
state of Australia	subclass of	federated state
republic		form of state
republic		form of government
landlocked country	subclass of	state
landlocked country	opposite of	island country
kingdom	different from	kingdom
island country	subclass of	state
island country	opposite of	landlocked country
archipelago	has part(s) of the class	island
U.S. state	subclass of	federated state
U.S. state	subclass of	state
form of government	subclass of	form of state
form of government	different from	form of state
form of state	different from	form of government
branch of science	said to be the same as	academic discipline
branch of science	said to be the same as	field of study
branch of science	subclass of	specialty
academic discipline	subclass of	specialty
academic discipline	said to be the same as	branch of science
academic discipline	said to be the same as	field of study
academic discipline	said to be the same as	field of work
exact science		branch of science
cultural region	subclass of	geographic region
cultural region		human-geographic territorial entity
unitary state	opposite of	federation
unitary state	subclass of	state
unitary state		form of government
archipelagic state	subclass of	island country
web service	different from	online service
web service	subclass of	service
series of wars	subclass of	war
series of wars	has part(s)	war
core city of Japan	subclass of	city of Japan
core city of Japan	subclass of	big city
core city of Japan	next higher rank	city designated by government ordinance
prefectural capital of Japan	capital of	prefecture of Japan
city for international conferences and tourism	subclass of	city
city of Japan	subclass of	city
city of Japan	subclass of	city
city of Illinois	subclass of	city in the United States
global city	subclass of	city
chemical element	different from	simple substance
chemical element	said to be the same as	simple substance
chemical element		group or class of chemical substances
chemical element	has characteristic	type of chemical entity
metal	different from	metal
statistical territorial entity	subclass of	human-geographic territorial entity
former capital	subclass of	human settlement
former capital	subclass of	former administrative territorial entity
megacity	subclass of	million city
ancient city	subclass of	city
Free city	subclass of	city
Free city	subclass of	state
Free city	subclass of	city-state
Free city	subclass of	Roman city
administrative territorial entity	subclass of	human-geographic territorial entity
administrative territorial entity	subclass of	organization
administrative territorial entity	different from	statistical territorial entity
administrative territorial entity	properties for this type	country
people's republic	subclass of	republic
literary form	different from	literary genre
literary genre	different from	literary form
mountain system	subclass of	geographic region
branch of philosophy	subclass of	academic discipline
branch of philosophy		academic discipline
specialty		field of work
specialty	has characteristic	matter
specialty	subclass of	matter
specialty	model item	academic discipline
specialty	model item	field of study
specialty	model item	branch of science
field of study	location	higher education institution
field of study	location	university
field of study	subclass of	specialty
field of study	said to be the same as	academic discipline
field of study	said to be the same as	branch of science
field of study	said to be the same as	academic major
municipality	subclass of	human settlement
municipality	different from	city
municipality	has part(s)	neighborhood
polis	subclass of	city-state
polis		city-state
federated state		federation
federated state	subclass of	state
federated state	different from	state
free state	subclass of	state
ward	subclass of	organization
ward		ward
Christian denomination	subclass of	Christian organization
Christian denomination	different from	Christian movement
Christian Church	subclass of	Christian organization
academic major	Wikidata property	academic major
academic major	subclass of	academic discipline
academic major	said to be the same as	field of study
academic major	has effect	academic degree
essentially contested concept	subclass of	matter
field of work	subclass of	specialty
field of work	Wikidata property	field of work
field of work	said to be the same as	academic discipline
field of work	different from	occupation
field of work		specialty
economic sector	different from	industry
economic sector	Wikidata property	industry
college town	subclass of	city
college town		university
college town	used by	university
financial centre	subclass of	global city
international organization	subclass of	organization
lithophile	subclass of	chemical element
lithophile	different from	lithophile
city of Switzerland	subclass of	city
city of Switzerland	subclass of	municipality of Switzerland
municipality of Switzerland		canton of Switzerland
hobby	subclass of	occupation
hobby	opposite of	profession
secular state		form of government
secular state	subclass of	state
federation	opposite of	unitary state
federation	has part(s)	federal republic
federation	different from	federation
federation		form of government
successor state	subclass of	state
Commonwealth realm	subclass of	kingdom
charter city	subclass of	city of California
county seat	subclass of	human settlement
special administrative region	subclass of	special administrative region
dependent territory		territory
city of Pennsylvania	subclass of	city in the United States
simple substance		group or class of chemical substances
simple substance	different from	chemical element
chalcophile element	subclass of	chemical element
Christian denominational family	has part(s)	Christian denomination
Christian denominational family	different from	Christian movement
fictional human		human
fictional human	properties for this type	occupation
animated character		animated film
anime character	subclass of	animated character
anime character	subclass of	television character
anime character	facet of	anime television series
anime character	facet of	anime film
Faunus	different from	Faunus
Faunus	different from	Faunus
business	said to be the same as	commercial organization
business	said to be the same as	enterprise
business	properties for this type	industry
business	properties for this type	country
business	subclass of	organization
business	has part(s)	enterprise
business	has part(s)	economic activity
public broadcaster	subclass of	broadcaster
organization	properties for this type	country
organization	properties for this type	industry
organization	properties for this type	field of work
tourist attraction	said to be the same as	tourist destination
tourist attraction	properties for this type	country
religious complex	subclass of	institutional complex
religious complex	subclass of	building complex
religious complex	has part(s)	cemetery
institutional complex	subclass of	building complex
institutional complex	has part(s)	school building
institutional complex	has part(s)	cemetery
urban area	subclass of	geographic region
urban area	subclass of	human settlement
urban area	has part(s)	suburb
tourist destination	subclass of	geographic region
tourist destination	said to be the same as	tourist attraction
confessional state	subclass of	state
confessional state	opposite of	secular state
confessional state		sacerdotal state
sacerdotal state	subclass of	state
political city	subclass of	city
political city	subclass of	human settlement
planned national capital	subclass of	national capital
planned national capital	subclass of	planned community
city in the United States	subclass of	city
city in the United States	different from	town in the United States
planned community	subclass of	human settlement
consolidated city-county	subclass of	city in the United States
consolidated city-county	different from	independent city
event	properties for this type	field of work
event	properties for this type	country
constitutional republic	subclass of	republic
constitutional republic		form of state
constitutional republic		form of government
service	different from	service
service	subclass of	economic activity
economic activity	different from	industry
commune of France	subclass of	municipality
commune of France	different from	municipality
currency	properties for this type	country
currency	Wikidata property	currency
British overseas territories	subclass of	human-geographic territorial entity
British overseas territories	subclass of	dependent territory
British overseas territories		dependent territory
city in the state of New York	subclass of	city in the United States
musical group	properties for this type	record label
medical specialty	subclass of	branch of science
perpetual war	subclass of	war
proxy war	subclass of	war
Islamic Republic	subclass of	republic
state	different from	federated state
state	different from	nationality
state	different from	state
state	Wikidata property	country
state	properties for this type	currency
language	properties for this type	country
language	different from	language
modern language	said to be the same as	modern language
social state	subclass of	state
free imperial city	subclass of	city
free imperial city	subclass of	state in the Holy Roman Empire
free imperial city	subclass of	city-state
continental union	subclass of	regional organization
natural language	different from	natural language
natural language		specialty
natural language		field of study
prefecture of Japan	subclass of	geographic region
human settlement	properties for this type	country
secondary color	follows	primary color
nation	said to be the same as	people
nation	different from	nationality
nation	different from	people
nation	different from	ethnic group
ethnic group	different from	people
ethnic group	different from	nation
ethnic group	different from	nationality
ethnic group	Wikidata property	ethnic group
ethnic group	properties for this type	ethnic group
ethnic group	said to be the same as	ethnic minority group
municipality of India	subclass of	human settlement
association football club	properties for this type	country
nonprofit organization	opposite of	commercial organization
nonprofit organization	subclass of	organization
nonprofit organization		industry
nonprofit organization	properties for this type	country
charitable organization	subclass of	nonprofit organization
territory of Canada	subclass of	territory
territory of Canada	subclass of	state
